Lang,Text
eng,It's been a while since we went to see your parents.
eng,Why don't we drive up there?
eng,Let's go for a ride around town.
eng,I went for a drive to clear my head.
eng,I've been having a lot of negative thoughts lately.
eng,My buddy's looking for a ride to Boston.
eng,Where did you say you were going?
eng,"I'd tell you, but then I'd have to kill you."
eng,I think the batteries need to be replaced.
eng,Send it back.
eng,I really need your help on this one.
eng,I could really use a helping hand.
eng,I built this place from the ground up.
eng,Don't stop now! You're almost at the finish line.
eng,Give me one good reason why I should trust you.
eng,You've got one minute. Impress me.
eng,Tom managed to wow the judges.
eng,I could get you kicked out of here.
eng,I could get you banned.
eng,I hope the rent is reasonable.
eng,I can't afford an expensive apartment.
eng,We can negotiate with the owner.
eng,The cord isn't long enough.
eng,Please enter your password.
eng,Buy me the red one.
eng,It was raining pretty hard.
eng,I noticed something was up.
eng,Tom had to move to a less salubrious neighbourhood.
eng,Place your phone face down on the table.
eng,You've got nowhere to hide.
eng,I can see you hiding behind the curtain.
eng,Tom wanted to show me another one of his magic tricks.
eng,I doubt you'd be able to help.
eng,What skills do you have?
eng,I recognized Tom from the billboard.
eng,Give this to Tom when you see him.
eng,Can you give Tom this letter for me?
eng,Nobody in the office can stand working with Tom.
eng,Tom keeps telling inappropriate jokes.
eng,Tom is not allowed to use the microwave.
eng,Tom considers himself a minimalist.
eng,Tom only wears black T-shirts.
eng,Tom can't take a joke.
eng,You never signed the agreement.
eng,Tom got evicted.
eng,Can you turn on subtitles?
eng,Does this film have French subtitles?
eng,Trans rights are human rights.
eng,A better world is possible.
eng,We're going to need to do board-level repairs.
eng,None of it is true.
eng,I can't believe how much adulting I managed to get done.
eng,Tom told Mary to get in his car.
eng,Have you and Tom known each other long?
eng,"I've heard that word before, but I'm not sure what it means."
eng,I was told there would be free food.
eng,I only came for the free food.
eng,Someone's trying to steal your motorcycle.
eng,Tom is a hardcore gamer.
eng,Tom spends an average of 8 hours per day playing video games.
eng,I know what I saw and you can't convince me otherwise.
eng,Do I need some kind of permit?
eng,"If you're not here within five minutes, the deal is off."
eng,I can get a better price for it.
eng,I'm still trying to figure out what went wrong.
eng,I want to check the status of my order.
eng,I'm trying to track down my biological father.
eng,Tom has the same last name as me.
eng,We have to send the samples in for testing.
eng,No human being is illegal.
eng,Everybody knows what to do on his way.
eng,Everybody knows how to do things on his way.
fra,Chacun fait son omelette à sa façon.
eng,My sweet tooth got the better of me.
eng,This refers to circuit boards.
eng,I dislike propaganda.
eng,"I don't even like Biden, but I dislike propaganda."
eng,I don't think it's limited to Canadian French.
eng,Most speakers wouldn't bat an eye at it in colloquial speech.
eng,"This refers specifically to the Biblical patriarch, the son of Abraham and father of Jacob."
eng,Malaphor is another word for mixed metaphor.
eng,This is an ancient meme.
eng,"You could say both, I think."
eng,Al-Tabari lived in the 9th and 10th centuries.
eng,"Thanks for tolerating me. ""There's nothing to tolerate; we're better for having you here."""
eng,I wonder whether my knowledge is incomplete.
eng,I changed the French sentence; please check the English to see if it still matches.
eng,Congratulations on finding your true self.
eng,People like attention.
eng,Five squared is twenty-five.
eng,Eight squared is sixty-four.
eng,"The worst-case scenario may not be the most likely, but it can always happen."
eng,Maoism isn't leftism.
eng,"To be honest, I'm not thinking very clearly lately."
eng,Stalinism is racism.
eng,Christianity is not the answer.
eng,"Christianity is not the answer, and it has even managed to mangle the question."
eng,Pastafarianism is the only true religion.
eng,Judaism is an endless string of questions.
eng,Difficult questions are better than bad answers.
eng,"Isaac, get the golem."
eng,I'm a fairy princess.
eng,I want to contribute to a charitable cause.
eng,The good people will pay for the bad.
fra,Les bons vont payer pour les mauvais.
eng,They never left to be told that they came back.
fra,Ils ne sont jamais partis pour qu'on dise d'eux qu'ils sont revenus.
eng,"Sir, this is an Arby's."
eng,I like how you make me laugh.
eng,Over half of Ashkenazi Jewish DNA is shared with Bronze Age Canaanite remains.
eng,You're a silly kitty.
eng,Tom and I are cleaning the house today.
eng,Everyone looks for lice in their neighborhood.
fra,Chacun épouille son prochain.
eng,"Be kind, you asshole!"
eng,It's cheaper than smoking.
eng,"Distress does not kill, but quietness does not revive either."
fra,"La détresse ne tue pas, mais la quiétude ne ravive pas non plus."
eng,Most Jews have brown eyes.
eng,That's specious reasoning.
eng,Tom's arguments are entirely specious.
eng,We went to a matinee showing because it was cheaper.
eng,A cat wrote this.
eng,"Astrology is bullshit. ""Just the sort of thing an Aries would say."""
eng,It's better to have the days ahead than behind you.
fra,Mieux vaut avoir les jours devant soi que derrière soi.
eng,There are plenty of weirdos.
fra,Il y a plein de cinglés.
fra,Il y a plein d'hurluberlus.
eng,Worse is better.
eng,"When I look back on my life, it's kind of sad."
eng,I think most of what I did felt right to me at the time.
eng,How many food groups are there nowadays?
eng,It was a terrible joke.
eng,My humor can be really dry.
eng,I've been going to sleep around midnight lately.
eng,I've seen similar statements.
eng,Tom also said as much.
eng,I would love to hear it.
eng,I remember you talking about her.
eng,I've felt this way a lot.
eng,I don't hear the phone when I'm asleep.
eng,I'll be up for a little bit.
eng,"On the surface, it looks perfect to me."
eng,Would this work in French?
eng,Tom never used to speak with a rasp.
eng,We found it in a nondescript box in the attic.
eng,The phone doesn't usually wake me up.
eng,The two of us are friends.
eng,Do you feel safe?
eng,Will you be safe until the next time I see you?
eng,Most of my dreams are bad.
eng,"I told him to stop, but he kept doing it."
eng,He raped me.
eng,"I said the safe word, but she didn't stop."
eng,I witnessed a terrible accident when I was 17.
eng,He wouldn't let me sleep unless I got him off.
eng,The cat is watching TV with us.
eng,That's a very old-fashioned way of saying that.
eng,That's not something people say nowadays.
eng,"When the drugs wore off, my problems were still there."
eng,I don't think that's why I do it.
eng,Nine is a young age to start having suicidal thoughts.
eng,I've done the best I could.
eng,My cat loves licking people.
eng,Can you start from the beginning?
eng,You aren't being helpful.
fra,"« Je pense, donc je suis », a dit René Descartes."
eng,"I think, therefore I am, said René Descartes."
eng,Don't talk to cops.
eng,I'm still bisexual.
eng,"He said he was going to save the world! ""People lie."""
eng,Juhuri is also known as Judeo-Tat.
eng,Judeo-Tat is separate from Judeo-Persian.
eng,There are several living dialects of Judeo-Aramaic.
eng,Languages are dialects and dialects are languages.
eng,Some people suck.
eng,Tom is a member of Soka Gakkai International.
eng,Tom became a Buddhist.
eng,Tom became a Baha'i.
eng,Tom became a Jew.
eng,Tom became a Muslim.
eng,Tom was born again.
eng,"I'm a ger. ""What's a ger?"" ""A convert to Judaism."""
eng,Adam is Druze.
eng,I hope your hate eats you slowly from the inside out.
eng,Just keep focusing on your job and working hard.
eng,I'm not actually from Australia.
eng,How do I get to Boston from here?
eng,Socialism means a lot of different things to a lot of different people.
eng,"I like that movie where Keanu Reeves says, ""Whoa."""
eng,"Yiddish is full of Hebrew, Aramaic, and Slavic words."
eng,The project is now defunct.
eng,Tom wasn't the same after that.
eng,Tom is drinking himself to death.
eng,Machiavellianism should be avoided at all costs.
eng,The whole thing is about to collapse.
eng,That doesn't look very stable.
eng,That looks really dangerous.
eng,I'm not going over there.
eng,I'm not going in there.
eng,I'll stay here and watch.
eng,You can't make me go in there.
eng,How are you going to get out of there?
eng,What if you fall?
eng,That doesn't look sturdy.
eng,Tom is mad at the world.
eng,Tom is going through a rough divorce.
eng,My calls keep going to voicemail.
eng,Why do people do it?
eng,You're just a cog in the machine.
eng,I used to be fairly social.
eng,Do you stay in touch with Tom?
eng,It's completely compromised.
eng,Tom's getting ready for school.
eng,I refuse to participate.
eng,I refuse to take part.
eng,I'm not a lab rat.
eng,That was smart of you.
eng,I would never have agreed to that.
eng,There's more to Stoicism than Marcus Aurelius and Epictetus.
eng,Do you even believe what you're saying?
eng,I'm just following the argument to its logical conclusion.
eng,Nothing he said was irrational or wrong.
eng,Israel's future existence hinges on its ability to ensure freedom and safety for Palestinians.
eng,It's not more important for Israel to exist than for Palestinians to live freely.
eng,The future is not a given.
eng,What is done today creates the conditions of the future.
eng,This delusion is pervasive.
eng,"If Israelis have the right to defend themselves, why don't Palestinians?"
eng,You've been sleeping for hours and hours.
eng,Do we still have LSD?
eng,Unwed couples deserve visitation rights just as much as married ones do.
eng,Swords and clubs are melee weapons.
eng,Sedition laws are usually used to persecute peaceful left-wing activists.
eng,They have no choice but to punt.
eng,I'm forming an exploratory committee to decide whether I should run for president.
eng,John is Tom's sidekick.
eng,That's a pejorative term.
eng,"Goy is not a pejorative term, but is simply the Hebrew equivalent of ""gentile."""
eng,Tom says he did it at John's behest.
eng,I love that bloodhound.
eng,His revulsion was obvious.
eng,Not everyone with the virus is symptomatic.
eng,I never knew Tom was such a craven bootlicker.
eng,"I'd only like a sliver, please."
eng,I'll take a sliver of the cake.
eng,"There's a sliver of hope in this week's news, at least."
eng,He told his men not to raze the city.
eng,The intravenous morphine made the trip to the hospital worth it.
eng,Tom is an intravenous drug user.
eng,"Since it's Throwback Thursday, here's a song you might remember from the 90s."
eng,Feel free to take some of my mulch.
eng,This vegetable medley is really good.
eng,"One day I, too, would like to be a mean old hag."
eng,A grape went down my windpipe.
eng,We're going to have to do a biopsy on the nodule.
eng,Is this your first foray into magic?
eng,"Serif fonts are prettier, but sans-serif fonts are easier to read."
eng,I used a stencil to make this.
eng,It's illegal to aid and abet another person in committing a felony.
eng,I'm sweating quite a bit.
eng,I'm sweating profusely.
eng,You might come out looking like the asshole if you do this.
eng,They're a cult.
eng,We started a community pantry.
eng,I put it here to hide it from the cats.
eng,I hate debate bros like Tom.
eng,Hitler mostly killed Jews.
eng,Let's get started on our work.
eng,Let's get started on that project.
eng,Misfortune and devastation always go hand in hand.
fra,Le malheur et la dévastation vont toujours de pair.
eng,There's no French equivalent of this word.
eng,The Germans have a word for everything.
eng,Rabbinic Judaism goes back at least to the time of Jonathan Apphus.
eng,Tom changed his name to John.
eng,I'm tired of life.
eng,There's so much left to do in my life.
eng,Me and Tom had sex.
eng,I can confirm some of the rumors about Tom.
eng,Do squirrels eat conkers?
eng,It's a hate group.
eng,"Occident comes from the Latin verb ""occido,"" meaning ""I kill."""
eng,Tom has a lot of paramours.
eng,Tom slid down the chute.
eng,You've been found guilty of aiding and abetting the enemy.
eng,Say what you want about Tom. Everyone's doing it.
eng,"I've said it before, and I'll say it again: I love Boston!"
eng,I wasn't born on Earth.
eng,"Too bad if you do not exist, nor do you free yourself!"
eng,We don't know whether to laugh or cry.
fra,On ne sait pas s'il faut en rire ou en pleurer.
eng,We're all materialists here.
eng,Something about this doesn't add up.
eng,"You're not from Earth, are you?"
eng,Fall is here.
eng,I love the first few days of fall.
eng,I don't know if I can justify it.
eng,Tom stole my shoe.
eng,Tom ate up everything in my refrigerator.
eng,Tom picks his nose.
eng,I think Cookie is allergic to humans.
eng,Tom ghosted me.
eng,The Tuareg languages are a branch of the Berber language family.
eng,We make certain people so great that they look down on us.
fra,Nous grandissons tellement certains qu'ils nous regardent de haut.
fra,"Nous grandissons les autres, à tel point que certains d'entre eux nous méprisent."
fra,"Nous grandissons les autres, à tel point que certains d'entre eux nous snobent."
eng,Siwi is the easternmost of the Berber languages.
eng,You inspired me.
eng,"I love your outfit! ""You inspired me."""
eng,Superman won every gold medal.
eng,You don't need to be good at something to be paid to do it.
eng,"No, the seats weren't leather."
eng,It's time to transition to a gift economy.
eng,"Many Americans would rather drink poisoned capitalist water than drink clean capitalist water labeled ""socialism."""
eng,Suffering doesn't make people better.
eng,They only gave me a spork to eat it with.
eng,"Burzum means ""darkness"" in the Black Speech of Mordor."
eng,Don't squish Cookie's beans!
eng,Tom stole the ogre's boots.
eng,Tom is an ogre.
eng,An ogre tried to eat Tom.
eng,I need more sleep.
eng,I can't change the decisions I made back then.
eng,I don't constantly regret it anymore.
eng,Australopithecus was an ancestor of humans.
eng,Early hominins populated the Pacific islands long before the first modern humans arrived.
eng,When did hominins develop language?
eng,Empathizing with yourself is one of the hardest things.
eng,What would you say to someone else in your situation?
eng,Mary is a catgirl.
eng,The cat got mad and hissed at Tom.
eng,The earth is sick.
eng,I don't think Tom has ever even been to Australia.
eng,The Molotov-Ribbentrop Pact wasn't just a non-aggression pact.
eng,Tom killed an ogre.
eng,Take what you need and give what you can.
eng,"Would you like a bagel? ""I'd love a bagel."""
eng,Tom's bird learned to turn on his virtual assistant.
eng,The Cave of the Patriarchs in Hebron is Judaism's second holiest site.
eng,The Temple Mount in Jerusalem is Judaism's holiest site.
eng,Rachel's Tomb in Bethlehem is Judaism's third holiest site.
eng,Tom is a wanted man.
eng,Tom forgot what he was talking about.
eng,The font is too large.
eng,The font is too small.
eng,Can we change the font?
eng,I wrote an essay.
eng,How many paragraphs does the essay need to be?
eng,Does the paper need to be double spaced?
eng,I underlined the most important words.
eng,I underlined all the words I didn't know.
eng,The most important words are in bold.
eng,I'll let you know by this evening at the latest.
eng,Swing by my place on the way back.
eng,I'll just be a second.
eng,How much is all that going to cost?
eng,How much is all this going to cost?
eng,How much will all that cost?
eng,Who's in charge of that?
eng,My phone stopped working.
eng,My phone shut off.
eng,We got a little carried away.
eng,"Tom and Mary are both asexual, which makes their relationship easier."
eng,Tom's body lies in the crypt below.
eng,There is no reason to cull pigs right now.
eng,Tom pulled out a vial of LSD.
eng,Add the contents of the vial to 200 milliliters of water.
eng,Look for signs of decomposition.
eng,The whip left welts on my back.
eng,Tom is writing the foreword to my book.
eng,Gay people in Britain used to speak a cant called Polari.
eng,Tom lives down the road from a defunct granary.
eng,That cult makes people believe things that are anathema to them.
eng,Pigs are anathema to Jews and Muslims.
eng,You may need a supplementary dose after six months.
eng,Tentacles are appendages.
eng,Tom has a hard time blocking out extraneous information.
eng,I know nothing about pedagogy.
eng,You're not immune to the virus.
eng,I'm not immune to flattery.
eng,I refuse to believe Tom would do such a thing.
eng,"Last I heard, Tom was in Australia."
eng,I wish Tom wouldn't do that around me.
eng,I wish Tom wouldn't do that around Mary.
eng,That's an exaggeration.
eng,That's a tall tale.
eng,Not all Jews speak Hebrew.
eng,Think about how Tom might have felt when you did that.
eng,Let this be a lesson to you.
eng,Hitler was in power for 12 years.
eng,Tom got in a fight with Florida Man.
eng,"Though this be madness, yet there is method in it."
eng,He thinks he's important.
eng,Have you ever asked yourself why Tom might think such a thing?
eng,"Tom's gay, isn't he?"
eng,He's very upset at some of the things people have been saying about him.
eng,This doesn't match the French sentence.
eng,"No further questions, your Honor."
eng,Say that again!
eng,North Africa's Jewish communities predate Islam.
eng,"The Inquisition involved physical torture, murders, and expulsions."
eng,"I kept saying, ""I don't want to die."""
eng,I dreamt about drugs last night.
eng,It feels like my hand is being split in half.
eng,The cat has many complaints.
eng,I sold Tom two hits of acid.
eng,"Tom's actions might seem bizarre, but he's actually playing five-dimensional chess."
eng,It's a snake.
eng,"If I meant that, I would've said it."
eng,Things that seem impossible can be overcome with persistence.
eng,Can you pick me up at 3?
eng,This work is licensed under a CC BY 4.0 license.
eng,This work is licensed under a Creative Commons Attribution 4.0 International license.
eng,Everything out of Tom's mouth is right-wing mumbo jumbo.
eng,I don't want to hear any more of that mumbo jumbo.
eng,"Biblical Hebrew had no word for ""cat."""
eng,My muscles ache.
eng,Tom's got connections.
eng,Remind Tom to call his cardiologist.
eng,Could you remind Tom to call his cardiologist?
eng,I'm very embarrassed over it all.
eng,I've been making great progress in not looking at myself that way.
eng,Let me know which of these you want.
eng,Remember to correct the typo in the French version.
eng,I need to remind Tom to get a second opinion.
eng,I can learn this job.
eng,I don't need to be perfect the moment I start the job.
eng,You were a great therapist.
eng,It's rare for me to connect so well with a therapist.
eng,I hope you find peace.
eng,We helped people.
eng,We did good things for others and for ourselves.
eng,She had many of the same problems I do.
eng,I was wondering if this was grammatically correct.
eng,Head north on Park Street.
eng,Turn left onto Park Street.
eng,You might like this one.
eng,Someone asked me for French help.
eng,Sometimes literal translations are perfectly apt.
eng,"You're a native speaker, so your opinion is very important."
eng,He's spoken a bit of French to me.
eng,"I didn't know his name, just his Twitter handle."
eng,I'm exhausted from today.
eng,I know someone looking for a French teacher.
eng,Let me know if you sign up at any point.
eng,Some of the exchanges I've found myself in have been bad for my mental health.
eng,I'd bring my own food if I were you.
eng,It's a database of voices that gets used for speech recognition.
eng,Common Voice is also the main source of Mozilla's virtual assistant that they're working on.
eng,I've done some translations for Firefox.
eng,"They still do it, don't they?"
eng,A lot of companies will do that nowadays.
eng,The puns were so great.
eng,I'll try to pay more attention.
eng,White South Africans weren't a persecuted minority where they came from.
eng,How's your husband liking Boston?
eng,How's Tom liking Boston?
eng,Sand cats are adorable.
eng,Tom didn't even acknowledge me.
eng,Tom's death really hit John hard.
eng,Tom and John were close.
eng,Tom offered me a line of coke.
eng,Tom was drunk again.
eng,Tom always asks me inappropriate questions when he's drunk.
eng,I don't like quality.
eng,Tom gave it to John.
eng,Keep in mind that I am not a linguist.
eng,"Thank you for your work, by the way."
eng,"It says something similar to what I was saying, except it goes further."
eng,I might make more of an effort to learn it.
eng,I'm a bit discouraged by the lack of results for this on Google.
eng,My ex-metamour was watching that yesterday.
eng,Do you want to call me or should I call you?
eng,My Esperanto is considerably better than my Hebrew.
eng,My French is considerably better than my English.
eng,Please let me know if there is anything I can do to help.
eng,I have a lot of free time to use this site.
eng,"Additionally, if there is anything else I can do, I am more than happy to."
eng,I really appreciate you translating my sentences to French.
eng,These seem to cross the line to me.
eng,I'd like to translate your article into French.
eng,Could I translate your article into French?
eng,Does your book have a French translator?
eng,"Unfortunately, Tom came back as a zombie."
eng,My car got broken into.
eng,My house got broken into.
eng,The money was stolen.
eng,The property was stolen.
eng,The vehicle was stolen.
eng,The vehicle is stolen.
eng,Tom's watch was stolen.
eng,Tom was driving a stolen car.
eng,Tom was caught with stolen property in his possession.
eng,Tom's room was unlocked.
eng,The gate was unlocked.
eng,The car was unlocked.
eng,The house was unlocked.
eng,The gate was locked.
eng,Tom opened the letter.
eng,Everyone but Tom was invited.
eng,Tom was the only one who wasn't invited.
eng,Nobody invited Tom.
eng,Tom didn't receive the invitation.
eng,Nobody was in the car.
eng,Is the car ready?
eng,It doesn't look expensive.
eng,There's nothing in my wallet.
eng,There isn't any money in my wallet.
eng,I'm Tom. This is Mary. And that big floof over there is Cookie.
eng,Purism is pretentious.
eng,Cats are hilariously rude.
eng,I've struggled a lot with mental illness.
eng,I live in Boston with a partner and three cats.
eng,I live a fairly quiet life.
eng,I'm trying to do more.
eng,I learned French.
eng,I do graphic design for some T-shirt sites.
eng,"That's the gist of it, I think."
eng,Sloppy joes were a great idea.
eng,"If I ever see that Tom Jackson again, I'll slap him in the face."
eng,What's the difference between fission and fusion?
eng,Most of us have a hard time grasping how far away the moon is.
eng,Armadillos are related to anteaters and sloths.
eng,I can't believe armadillos exist.
eng,Bacteria reproduce by fission.
eng,You have a right to speak up about mistreatment without fear of reprisal.
eng,"Space begins 100 kilometers above sea level, whereas the moon is 400,000 kilometers from Earth."
eng,"Earth has a diameter of 12,742 kilometers."
eng,Bezalel Smotrich is a fascist Member of Knesset.
eng,"If Bezalel Smotrich were Arab and talking about Jews, he would be charged with incitement."
eng,I was studying French at the time.
eng,I was learning French at the time.
eng,I met Tom in French class at Harvard.
eng,"If it weren't for my dog Cookie, I never would've met Tom."
eng,I'm an anarchist.
eng,Tom Jackson killed my brother John.
eng,Ashkenazim wore the traditional sudra headdress until the 16th century.
eng,Tom thinks leather trousers are naff.
eng,Justice is an illusion.
eng,Justice is a scam by Big Government to sell more government.
eng,"That's what Tom says, anyway."
eng,Tom needs to stop watching YouTube so much.
eng,Like and subscribe.
eng,Don't forget to like and subscribe.
eng,Did you know Tom was Internet famous?
eng,There's a website where people stalk Tom obsessively.
eng,I'm a person of little means.
eng,Tom painted a mural.
eng,Space is scary.
eng,Who told you to tell Tom?
eng,You can't say that to Tom!
eng,Tom wouldn't say that unless he meant it.
eng,Are cats capable of magic?
eng,Space is big.
eng,Space is cold.
eng,"What's this scar from? ""I don't want to talk about it."""
eng,Tom wants to have his cake and eat it too.
eng,I have a hard time sympathizing with Tom.
eng,"It's entirely performative, if you ask me."
eng,Humans are weird monkeys.
eng,Why do antisemites always pretend they've read the Talmud?
eng,Everyone helped each other out.
eng,I don't like to draw attention to myself.
eng,Tom is very fake.
eng,I think I'm on the ace spectrum.
eng,"You were right about that, Tom."
eng,You were right about that.
eng,We're on a collision course with Venus.
eng,We're headed for Proxima Centauri.
eng,Throw our prisoner out the airlock.
eng,Don't let Tom get behind the wheel.
eng,You're drunk. Give me your keys.
eng,Give me your keys. You're staying over.
eng,"Tom, why are you wearing a sombrero?"
eng,Turn your brain back on.
eng,Take it for what it's worth.
eng,I don't believe in the supernatural anymore.
eng,We need bird food.
eng,Our robot is becoming self-aware.
eng,We don't want a war.
eng,Do you sing to your cat?
eng,One day Tom will be a real boy.
eng,Wrap the gauze around the dressing.
eng,Boston is in the Neponset River watershed.
eng,That's not a common collocation in French.
eng,I can't afford a tombstone.
eng,There's nothing in there but putrid meat.
eng,Tom uttered a Latin incantation and was suddenly in Boston.
eng,You forgot the closing parenthesis.
eng,I wasn't questioning your virility.
eng,That was a funny quip.
eng,Lethargy is a common symptom of that disease.
eng,Remember to throw your clothes down the clothes chute.
eng,Every seven years we let the land lie fallow.
eng,I'm tired of being angry.
eng,I'm not angry like I was back then.
eng,I've got some sort of nasty bug.
eng,I've got the flu.
eng,I think I have the plague.
fra,Les fortunés n'ont pas de cœur ; les bons n'ont pas de fortune.
eng,The wealthy have no heart; the good have no fortune.
eng,"Unfortunately, we're unable to accommodate your request."
eng,The expiry date is printed under the bottle cap.
eng,A new spool of filament has been delivered.
eng,Her flippant attitude won't get her hired.
eng,I thought Tom Jackson was just a myth.
eng,She filled the jug with orange juice.
eng,I'm beginning to forget my own mother tongue.
eng,I'm sweating like a pig.
eng,Kahane wasn't right.
eng,Kahane was wrong.
eng,This looks like Tom's handiwork.
eng,This looks like Tom's handwriting.
eng,A sofer is a traditional Jewish scribe.
eng,Destroy the bourgeoisie!
eng,Tom's family is part of the Boston bourgeoisie.
eng,President Jackson's actions have kneecapped our readiness for a future crisis.
eng,Potatoes are tubers.
eng,Ganovim-loshn was a Yiddish thieves' cant.
eng,We ran into a black adder in England.
eng,You have an abscess.
eng,"Hallo, said the German."
eng,What's the difference between milk and buttermilk?
eng,How would you apportion the funds?
eng,An emissary from a distant solar system has contacted us.
eng,I made a stencil so it would be easier to draw.
eng,Where did these welts come from?
eng,It's not the initial cost that worries me. It's the upkeep.
eng,Teaching everything at once is bad pedagogy.
eng,Tom is hypomanic.
eng,I gave Tom five out of five stars.
eng,The Hebrew letter tsadi probably didn't originally have an affricate pronunciation.
eng,Implosive consonants are common in Sub-Saharan Africa.
eng,That dog looks like a cloud I saw once.
eng,Clearly you don't own an air fryer.
eng,You call this art? It's just a splotch of paint on a canvas!
eng,Some things should be simplified; others need more nuance.
eng,My great-grandfather was from Galicia in Eastern Europe.
eng,You can say anything on the Internet.
eng,I get the sense that Tom feels humiliated having to ask for help.
eng,I get the sense that Tom is ashamed of having to ask for help.
eng,Tom packed my bags last night.
eng,Tom's high as a kite.
eng,Tom isn't used to having to ask for people's help.
eng,There's no fact checking on social media.
eng,This website is free.
eng,I didn't think Tom had it in him.
eng,She sinks her teeth into a juicy red apple.
eng,"If anyone can help you with that, it's Tom."
eng,No one has ever lied on the Internet.
eng,I can't get it to work.
eng,It's not your fault you have PTSD.
eng,"The word ""infidel"" comes from Latin."
eng,You can recover.
eng,Recovery is possible.
eng,No one lies on the Internet. Trust me; I'm a professional lie detector.
eng,Tom was boring me to death.
eng,Sometimes it's better to leave business unfinished.
eng,Good people and bad people come from all religious backgrounds.
eng,Who's a little cutie pie?
fra,La noirceur des jours est parfois pire que les ténèbres.
eng,I am unable to answer this question for legal reasons.
fra,Fais donc dégringoler ta montagne ; je la retiendrai.
fra,Tu peux faire dégringoler ta montagne sans crainte ; je la retiendrai.
eng,Please tell me how you managed to do this.
eng,"Tom is the prettiest unicorn, isn't he?"
eng,I am disgusted by this meat body that I'm forced to inhabit.
eng,Me and Tom followed John and Mary's band around in a van.
eng,"She's your mom, isn't she?"
eng,"Tom? I thought you were dead. ""I am."""
eng,"Actually, Frankenstein is the name of the doctor. The monster's name is Tom."
eng,Tom's ghost still haunts the streets of Boston.
eng,The killer's name is Tom Jackson.
eng,It's quite surprising just how many dishes one can make out of potatoes.
eng,Cats aren't as quick to trust as dogs are.
eng,Hallucinogen use can trigger certain psychiatric conditions in people with a predisposition to them.
eng,Tom's long message was truncated by the software.
eng,Eliminate extraneous punctuation.
eng,"Don't be fatuous, Tom."
eng,Taxonomy is always changing.
eng,She's happy being a bi woman.
eng,How many holes are there in a straw?
eng,Tom's lying. I can tell.
eng,"I can't even begin to imagine what she would've done, had you not stepped in."
eng,Do you know what they plan to do if they win?
eng,Don't cooperate with the police.
eng,My views on the matter have changed.
eng,I'm tired of being lied to.
eng,The headline is completely dishonest.
eng,It's a made-up controversy.
eng,"I'm sorry to be the one to tell you, but Tom passed away last year."
eng,You wouldn't say that if Tom was here.
eng,"Furthermore, I believe that the filibuster must be destroyed."
eng,That's being disputed.
eng,That's being contested.
eng,What's the difference between taxonomy and ontology?
eng,I noticed Tom was speaking with a rasp all of a sudden.
eng,I don't owe you my undying loyalty.
eng,You can toggle on the dark theme in the hamburger menu.
eng,What's the difference between a cloister and a church?
eng,Something sinister is going on.
eng,There's something sinister going on.
eng,I don't think he does it on purpose.
eng,I wouldn't take it personally.
eng,I'll have a talk with Tom and ask him not to do that anymore.
eng,I think Tom has a problem.
eng,Tom didn't know where he was at the time.
eng,"The lights are on, but no one's home."
eng,"Do you have some time to talk about our lord and savior, Tom Jackson?"
eng,Lojban is cute.
eng,I fell over a ledge of rock into a gully below.
eng,"I casually learned that my namesake was born on the nineteenth of January, 1813."
eng,"Cookie, get away from your sister! You know what ""hiss"" means. You're a native speaker."
eng,Israel's namesake was born Jacob.
eng,My namesake was the wife of Isaac and mother of Jacob and Esau.
eng,The Levites' namesake was one of the sons of Jacob and Leah.
eng,"My older brother's namesake was our grandfather, who died before he was born."
eng,Cats are persistent.
eng,"Tom lit the flag on fire and shouted, ""Death to America!"""
eng,Algeria blames Israel for deadly forest fires in Kabylia it says were started by terrorists.
eng,"I could eat a horse, and that's not hyperbole."
eng,"Hyperbole is a fancy way of saying ""exaggeration."""
eng,Tom Jackson makes frequent use of hyperbole in his writing.
eng,Judaism and Samaritanism are ethnoreligions.
eng,I'll take a gram of White Widow.
eng,People have weird ideas.
eng,Are you Romanian?
eng,Are you guys Romanian?
eng,Are Romanians Romans?
eng,We had to put Cookie to sleep.
eng,Anger is poisonous.
eng,"Anger is there for a reason, but being angry all the time isn't healthy."
eng,President Jackson ably dodged the reporters' questions.
eng,Where did you put the sweeper?
eng,Tatoeba is one of my favorite things.
eng,The side of my tongue hurts.
eng,Tom has hyperthyroidism.
eng,Mary has hyperthyroidism.
eng,They found a nodule on Mary's thyroid.
eng,They had to put Cookie to sleep.
eng,We can't find Cookie.
eng,Tom is getting confused in his old age.
eng,Cookie was the best dog in the world.
eng,Tom's girlfriend Mary has hyperthyroidism.
eng,When did you stop giving a fuck?
eng,You wouldn't say that if you knew what Tom had been through.
eng,I feel wrong talking about Tom like this when he's not here to defend himself.
eng,The coffee isn't helping.
eng,Fullmetal Alchemist is Tom's favorite anime.
eng,You've grown a lot as a person.
eng,"It's free. ""Libre or gratis?"""
eng,We owe most of our knowledge of the past to the work of scribes.
eng,Cookie's litter box needs to be changed out.
eng,Can you help me change out the litter?
eng,Let me sing you the song of my people.
eng,I used to be a nihilist.
eng,"When Tom saw Mary, his imagination ran riot."
eng,The dinosaur was going round running riot.
eng,I don't want to let go of my anger.
eng,"Hey, I am not a social justice warrior! I'm a social justice mage!"
eng,I think my phone is being tapped.
eng,It's unfortunate that dogs and cats don't live as long as humans.
eng,I tend to just block people like that.
eng,There's no point in arguing with someone like that.
